target_1,target_2
-0.016539008070362,0.0
0.0508982128631791,0.0
0.0469389600815863,0.0
0.044598329904588,0.0
0.0380234040360384,0.0
0.0502599956091865,0.0
-0.0142542585197176,0.0
-0.0277250681418228,0.0
0.0611034344934445,0.0
-0.003352534243498,0.0
-0.0324840058590153,1.0
0.0504759422058562,0.0
-0.0313501079424069,1.0
-0.0214021653057204,1.0
0.0337974401951728,0.0
-0.0304669630189751,1.0
0.0896170354561124,0.0
-0.0283117127943131,1.0
0.012798225212076,0.0
0.0263707134732185,0.0
-0.0465508815119823,1.0
0.0143193604395549,1.0
0.0764752201110463,0.0
-0.0018081978427227,1.0
0.0190351561177588,0.0
0.044362434773998,0.0
0.0524681245802645,0.0
0.0327750875792663,0.0
0.0653022079534881,0.0
-0.0431722269577234,1.0
0.0285187129138311,0.0
0.0146596301843156,0.0
0.0740989351818565,0.0
0.0070445521195832,0.0
0.0187663632724146,0.0
-0.0265593133124016,0.0
0.0111505068551331,1.0
0.0107949107472528,0.0
-0.018589388621774,1.0
0.0185556763796105,0.0
0.0453708894096416,0.0
-0.0306311746245589,0.0
-0.0032212307547863,1.0
0.0521533515000497,0.0
0.0377263717237775,0.0
0.0016279391300256,1.0
0.0126057062546251,0.0
-0.0075461941333415,0.0
-0.0468969976600362,1.0
-0.0082637479791516,0.0
0.0425566581698377,0.0
0.0086204741664817,0.0
0.0134203059949386,0.0
0.0178949359464878,0.0
0.0688618828935464,0.0
0.0052888652884859,1.0
-0.0331068071590821,1.0
0.0065076411059483,0.0
0.001346316498021,1.0
-0.0524529589461264,1.0
0.0750864019458945,0.0
-0.0293591799565214,1.0
0.0552391945218976,0.0
0.0146521725105803,0.0
0.023619254228,0.0
-0.0400379557746538,1.0
-0.0038295786958023,1.0
0.0601660876889803,0.0
0.055296091114312,0.0
-0.0310386026705164,1.0
0.0698457040538188,0.0
0.0566151337885613,0.0
-0.0239960127936674,1.0
0.0017063101622948,1.0
0.0267638812980922,0.0
0.0043370932910423,0.0
-0.0159579263833439,1.0
-0.038652451266118,1.0
-0.03606094355299,1.0
0.0645055858579543,0.0
0.0202407215107468,1.0
-0.0413674531635022,1.0
-0.0283265009069573,1.0
0.029701233578627,0.0
0.0643211507315721,0.0
0.0328209479934111,0.0
0.0760356878387372,0.0
0.0455000635687259,0.0
-0.0012369711172297,1.0
0.0303888507777574,0.0
-0.0213388695584855,1.0
0.0447721727140631,0.0
-0.0137953840170673,0.0
0.0518420100889455,0.0
0.0368353736017065,0.0
0.0538045496991746,0.0
0.0356872156593704,0.0
-0.0253992883422446,1.0
-0.0418366424347868,1.0
0.0599348580292594,0.0
-0.0478711012818677,1.0
-0.0269601985697677,1.0
0.0005422096279207,0.0
0.0371536475253607,0.0
0.0280406210191274,0.0
-0.027075990670396,1.0
0.0593586728774189,0.0
0.0060251855939084,0.0
0.0369311589086402,0.0
0.0003536748332557,0.0
-0.0012495817817708,1.0
0.0068924932265093,0.0
-0.0387184575592475,1.0
0.072230901127764,0.0
0.061881962597461,0.0
0.0212953224658178,0.0
0.0174552300794829,1.0
0.0218427790527621,0.0
0.046312345673729,0.0
0.0771935992512912,0.0
-0.0493464120749113,1.0
0.0123429262931749,0.0
-0.0356325612487465,1.0
0.0551592178457322,0.0
0.0208841135481182,0.0
0.0061572525925801,0.0
-0.0272881949066571,1.0
0.0698650664749898,0.0
0.0390958021986071,0.0
0.0052888652884859,0.0
-0.0502101913847231,1.0
0.00800126632345,0.0
0.0067217406793866,0.0
-0.0039633665834055,0.0
-0.0085603822238647,1.0
0.0224077266667096,0.0
0.0395790885506573,0.0
0.0134203059949386,0.0
0.0224455174187835,0.0
0.0252335864917007,0.0
-0.03961062427492,1.0
0.0183822434117164,0.0
-0.0254252359440755,0.0
0.0437643977386458,0.0
0.0875180139064218,0.0
0.0147419122853548,0.0
0.0261931361856472,0.0
0.0168552132885149,0.0
0.0255312932996051,0.0
0.0357632254774351,0.0
-0.0310386026705164,1.0
-0.0217423607557078,0.0
0.0279441183458683,0.0
-0.0290510786131954,1.0
0.0619978665682819,0.0
-0.0101515331202123,0.0
-0.0037100624178262,0.0
-0.0036870534630349,1.0
0.0510009847216162,0.0
0.0596897211567388,0.0
0.0610201406725108,0.0
-0.0287926598618723,1.0
0.0290723989255641,1.0
-0.0266578337000615,1.0
0.0341040356335313,0.0
-0.0151982096285487,1.0
0.012798225212076,0.0
-0.0286196499255386,1.0
-0.0391875051037569,1.0
0.0061572525925801,0.0
-0.0186821933764241,0.0
-0.041267931587136,0.0
-0.0180704629218059,1.0
-0.0279432569019591,0.0
0.0234832506874057,0.0
0.0319706955730635,0.0
