feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,target_1,target_2
6.40742800887285,9.56235495261733,9.4121153511961,4.52700987419211,3.18007264847536,-1.44032568222121,-1.21481617436198,-0.52493079189217,0.500144151883902,0.19370826143119,0.789452729495265,0.953353703253773,0.0576428635203065,0
8.78865562208035,1.69145127643615,8.87951472805943,2.76577702939768,1.83743327197745,-0.764135439370759,-0.55903018892972,-0.514267643676966,0.741792713522693,0.83928252027706,0.657135952664193,0.808764028102012,0.0142086576514838,0
4.48350523174271,8.66998467561668,5.53589428894985,8.18584281407556,2.57938568973318,-0.807184012646403,-0.982494499076717,-0.789707178010058,0.414543740287734,0.386864272983227,0.588828255710002,0.796978895661742,0.0561807495176176,0
4.1428304011016,2.43908920766944,1.29045594015738,9.45644318889404,3.93479591772548,-1.46929869766647,-1.766941258873,-0.698555961186008,0.800756745514446,0.840807129209329,0.917833435936101,0.793981811714133,-0.0069658281486113,1
2.34344166453924,2.2741588973709,4.30252450891971,7.67332532293672,2.38037358467522,-0.685033761720452,-1.13282601978211,-0.562513803172659,0.50261921942222,0.269203021402559,0.76153933544277,0.706061756864759,0.01869074400972,0
1.04041711704453,2.95255476317551,2.96425933678729,6.00845620624901,5.02224159331665,-1.88113518748089,-1.88379543655624,-1.25731096927952,0.610826467827654,0.993486066041659,0.444982213457286,0.361158709765687,-0.0086509121432038,1
5.93108351712551,7.61792689667599,9.80130089490503,3.42400197902822,4.21167290728052,-1.22058306368651,-1.42110437334611,-1.5699854702479,0.433900186410877,0.32042150244086,0.197154691977153,0.353674143939203,-0.0036380170961623,1
3.2959340632505,7.78951118445486,4.58096432470334,4.63327874836073,4.1219718556743,-1.21505431293328,-1.37763852185875,-1.52927902088227,0.535750531686845,0.364101302607409,0.938135548547742,0.494724346979872,0.0504759422058562,0
7.26155805751997,7.19449083157905,1.71936015383278,4.09231413111181,3.88588222493677,-0.903435010180133,-1.94396608994298,-1.03848112481366,0.826809284271635,0.909304461951627,0.597725921833068,0.364300304298785,0.0529244892146515,0
6.56204458671907,7.08567791874765,0.768948783107172,4.22013167891349,4.0473596116778,-1.42374062030092,-1.18890879828194,-1.43471019309494,0.393028898957717,0.0642567812009819,0.787696115303067,0.448932355165265,-0.0374243106048954,1
6.50205997347638,0.543120232814073,8.92979500468085,1.79910305914211,3.4628271573349,-0.702089295740891,-0.933753588525846,-1.82698427306816,0.300053432566012,0.0902770448047784,0.708498952378639,0.468034517680394,-0.0103946490916307,1
1.85424301642402,4.20216002872758,8.14544594541689,4.06371768414056,3.6167792728287,-0.986391724344972,-1.96643098112034,-0.663956567363383,0.323907779041601,0.0887222958400031,0.728693045830609,0.68206037420558,0.0057133730698562,0
0.585803083623527,5.76359616091774,6.69660112183458,4.03574681373722,4.08046546825755,-1.2414474496028,-1.22715135607418,-1.61186666258057,0.209682560583914,0.337741051979638,0.436234482699566,0.883150800406354,0.0124873418765946,0
6.40984023660946,8.0404492111932,4.2637667223622,9.29284630669906,2.13100651682936,-0.513952357925894,-1.01287421145281,-0.604179947450652,0.291984039054826,0.112488731448246,0.654071281793538,0.410343592372476,0.0082396290019532,0
9.36171515903525,4.94504509652362,7.16587103399733,4.80956323572126,3.20891783864466,-1.41484685833581,-0.61276292040298,-1.18130805990587,0.426900080741674,0.29326567949297,0.331895969298974,0.691286451335292,0.0278699398768806,0
2.05094431318891,4.91442532710008,2.73850727640713,9.19667178694009,3.00915380901379,-1.62026010412027,-0.778987296633772,-0.60990640825975,0.773260472378554,0.919558840923323,0.353407936424374,0.545842718141958,0.0118255258690361,0
2.2284972028036,6.92290308377,9.42008132544338,7.02440933700028,4.09997292515962,-1.99556253633804,-0.801448028952104,-1.30296235986948,0.64878797560005,0.771129281427843,0.200912120621494,0.225314331769722,0.0098125003878223,0
2.47110310276807,1.61018818340596,3.79400480192089,7.60335545860216,3.56975883604512,-0.741728620892379,-1.74919315534105,-1.07883705981169,0.610720754160801,0.0586259089509794,0.0823513164868206,0.366527744813962,-0.0286479532685433,1
6.13800161630992,3.00165088330281,9.83707026326659,8.93985179929151,3.73302333178175,-1.06647785996798,-0.88684100416943,-1.77970446764434,0.248764065957476,0.891685775593535,0.664338380245465,0.524468344990705,0.0330983729533988,0
9.16626390524588,4.77501882441678,9.85774642910229,5.58825161100251,3.33121972092628,-1.38424139865424,-0.519671664059162,-1.42730665821288,0.42958477947289,0.657984224253797,0.11295483830609,0.163608316215111,0.0042109743490522,0
3.28098653214797,9.43241895240097,9.12221438220994,5.47360119000954,3.87086765636386,-1.61158028557586,-1.16934185589717,-1.08994551489083,0.798051214198245,0.821746082021239,0.510034242875559,0.372044308880605,0.0469553443008147,0
3.85798633857936,2.64607558766935,5.91232175086619,9.30720204478066,2.55714223571221,-0.709996443334303,-0.675244278731372,-1.17190151364653,0.435256686243798,0.905199139598364,0.513950983380068,0.930928086235119,0.038672150251194,0
7.40563837596682,5.24624258751153,3.60988369093485,1.91174551886558,4.59700046439171,-1.78235422520783,-0.824033740498812,-1.99061249868507,0.557906074791929,0.882942767498837,0.97465696675195,0.768389554805066,0.065191264293172,0
5.58801611313955,5.46142900350626,9.12045040159937,6.87891295088242,2.87701497954793,-1.12360398404126,-0.911170570937276,-0.842240424569394,0.385715686743108,0.332537815276424,0.261890943024569,0.632748174817607,0.0308129917967538,0
7.91489582552291,8.14924419725185,7.56496614700913,8.08243362972459,4.06701938236516,-0.826276499763294,-1.71041735777726,-1.53032552482461,0.982512191602425,0.567083485563918,0.111227229268708,0.660891499580324,0.0726262711782441,0
9.8802341362398,4.7493148803635,8.83300934044403,1.37522668108287,3.34492713257274,-0.518477437725291,-1.52706679178989,-1.29938290305756,0.659260983958599,0.174650667358524,0.0784572382939467,0.525633695268556,-0.0226182226788404,1
4.36620912724258,7.95988719288012,1.93088465137319,2.71989073306355,4.71732857577325,-1.81337873370458,-1.60837167176283,-1.29557817030584,0.44882314456558,0.834483866071887,0.796788921906649,0.779335683363245,0.0177569428313127,0
0.525102061576187,0.960550408716395,5.50837426069954,8.97652266162456,3.11063820717735,-1.93278354311496,-0.595420158947841,-0.582434505114553,0.173660228632189,0.603403207746791,0.584510087716136,0.453317397367839,-0.0375963531545627,1
6.24363177949216,4.0682333805537,5.20247636219428,5.73660171285369,3.61362485738592,-1.71019932014806,-1.29855679319921,-0.604868744038651,0.762506287329226,0.0947348272753391,0.801369646427127,0.491513929984752,0.0600472878977393,0
4.28951699258636,7.12980027423503,4.21786232908347,2.21089418557093,2.78823751082477,-0.758207305003574,-0.765897960061766,-1.26413224575943,0.227018086987726,0.383621521795558,0.261251901328638,0.135224903264742,-0.0354510615820824,1
1.4531483416267,6.27332277449865,5.37907829673651,8.82566922973564,2.61366195982376,-0.587962408186251,-1.04562787605949,-0.980071675578016,0.239725781019778,0.126579180218461,0.584334585048597,0.416648473865052,-0.0095230782799668,1
8.70158575900701,3.80199507295531,5.67444350608151,1.39143281053168,4.74839762358925,-1.58843520916244,-1.97376076877468,-1.18620164565213,0.985539336218251,0.678432514437865,0.15668370511926,0.968492002976962,0.0040751836779573,0
8.61091055492061,2.11923648046633,9.03875279120443,9.44533326633659,3.1358911080779,-0.977123989009438,-1.05205226881354,-1.10671485025492,0.732062915698224,0.404440880006328,0.326271695416981,0.166501117550357,0.0168841396328381,0
4.42298653943756,4.44483355436509,7.27600565179591,9.32736496319285,4.84794102512717,-1.97660873244407,-1.81821781934713,-1.05311447333597,0.232874481104501,0.623047917718214,0.946130288956419,0.304118877685748,0.0483900713673878,0
3.90030694816543,4.35502547929656,3.45458361948144,6.76745513156817,5.17542181275846,-1.48150118252063,-1.82737302066844,-1.86654760956939,0.241153241992969,0.334532959114553,0.656723581962435,0.354045141574063,-0.0014792566223224,1
1.59738046296787,3.7051049442646,8.03535637201666,0.778843201681622,3.94002822480741,-1.8793345107255,-1.28483088397942,-0.77586283010249,0.757136314829827,0.357419088443684,0.924198896112085,0.824158203997759,-0.0388290735992542,1
9.63531656844077,8.32101887419256,8.19541291799409,2.47713231078805,3.55447307997138,-1.89962093140205,-0.709054959155712,-0.945797189413616,0.485765452249915,0.977987506424488,0.918790635015913,0.560414913134198,0.0714427452492751,0
1.40928821380085,1.04951610913364,9.85636020485478,8.09027891585559,3.59546016193912,-1.26197994428099,-1.64045940972022,-0.693020807937905,0.361050198100413,0.406473907883159,0.902195174957959,0.734177403006579,0.0219473782631757,0
5.46688095600571,6.70131575021835,2.62531387389636,3.88493462038694,3.61396082613847,-1.69502046878061,-1.2808209648162,-0.638119392541656,0.331795398599444,0.174202116090921,0.893209786564001,0.713040821304673,0.0190393388328521,0
0.902737974536663,7.54585484438502,4.40906531815956,3.06865680936164,3.80086134818288,-0.909662154244177,-1.38528051587429,-1.50591867806441,0.474555439738287,0.284676001238291,0.699143496767154,0.286563911226549,-0.025312925000885,1
9.6798916262053,4.14302363486757,5.12067526954742,8.20201129331346,4.30136830350951,-0.939775289238302,-1.62152926703362,-1.74006374723759,0.501587593854404,0.883894224891972,0.98749378287121,0.629989994691463,0.0757490646378259,0
0.688998266907956,7.19218711033934,2.2156159535508,8.72360601068216,4.93393642332107,-1.69661389302831,-1.52738511684227,-1.70993741345049,0.734323905782652,0.286856396864287,0.202577363809319,0.738313491502192,-0.0226287636678628,1
9.81553977057558,2.68259793293625,4.3080926697008,7.17404721427755,3.88823728469704,-1.2340498081351,-0.855506919989875,-1.79868055657207,0.633863849994353,0.70740095786449,0.416286657198153,0.267005602858254,0.0074180772267254,0
4.17833227027319,3.81517469599172,4.30726337172744,3.07998875909908,5.34185497566126,-1.99105262651391,-1.52064985241919,-1.83015249672816,0.403573232824235,0.845462732005729,0.939940529340896,0.572116450957048,0.0796777877517914,0
0.528295568863512,2.29104845730263,6.30351253611349,7.81582595750262,2.72721859436415,-0.573524742857541,-1.36164063288841,-0.792053218618198,0.625055332482774,0.065781453949539,0.965524727533775,0.662005442755794,0.0157184460110714,0
5.7133870725697,6.67375167449157,5.11967522085801,5.11651681501969,2.88102112645309,-0.964392746853502,-0.601280967934034,-1.31534741166555,0.193147642107061,0.373017348909542,0.154446416779397,0.254889038192207,-0.0245084417727138,1
1.07126019081764,2.29207925863108,7.30483835934969,7.49413149469992,3.34850162858719,-1.74906064310044,-1.08626490168583,-0.513176083800918,0.580906926734447,0.678578463724307,0.699902680115544,0.984089819902757,0.0308549031214462,0
6.00639821435374,1.47468851511482,0.897609365146724,6.1106730957843,3.65430631784111,-1.36370345904251,-0.989168190990237,-1.30143466780836,0.565137530314454,0.460391117376027,0.776885223592187,0.170076793566308,-0.0497679554098385,1
5.15862824841295,1.08592472141064,3.97307091037696,5.20380113829973,3.11161372293476,-1.42057951395774,-1.10648170264054,-0.584552506336477,0.331225710210531,0.75566192443567,0.65943199726627,0.204196365402649,-0.0257703074648552,1
2.84229337823691,5.24399979170685,5.6177435916158,0.879096010019316,3.93841430435825,-1.1917450228053,-1.57022564380025,-1.1764436377527,0.445714763214058,0.510829491644426,0.115899393073001,0.655568927036913,-0.0585678431185373,1
